"sp","rho","X_1","X_2","X_3","X_4","X_5","X_6","X_7","X_8","X_9","X_10","vlag_1","vlag_2","vlag_3","vlag_4","vlag_5","vlag_6","vlag_7","vlag_8","vlag_9","vlag_10"
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
2,0.683766562258485,2,2,NA,NA,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA
3,0.788656695908792,3,2,5,6,3,1,NA,NA,NA,NA,1,1,2,3,3,2,NA,NA,NA,NA
3,0.783387379200971,3,2,1,4,2,1,NA,NA,NA,NA,1,3,1,3,1,2,NA,NA,NA,NA
3,0.783387379200971,3,2,2,1,4,1,NA,NA,NA,NA,1,1,3,1,3,2,NA,NA,NA,NA
3,0.778846764715847,3,1,1,4,2,4,NA,NA,NA,NA,1,2,1,3,1,1,NA,NA,NA,NA
3,0.778846764715846,3,4,2,4,1,1,NA,NA,NA,NA,1,3,1,1,1,2,NA,NA,NA,NA
3,0.774186776700792,3,1,4,2,1,3,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
3,0.774186776700792,3,3,4,2,1,1,NA,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA,NA
3,0.762253805548847,3,2,1,2,1,4,NA,NA,NA,NA,1,1,2,3,3,3,NA,NA,NA,NA
3,0.762165531366829,3,1,1,2,3,1,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
3,0.762165531366829,3,1,1,2,1,3,NA,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA,NA
3,0.762165531366829,3,3,1,1,2,1,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA
3,0.756146174869718,3,6,1,5,2,3,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
3,0.75609254650741,3,3,6,2,1,3,NA,NA,NA,NA,1,3,3,1,2,2,NA,NA,NA,NA
3,0.753874500999586,3,2,2,3,4,1,NA,NA,NA,NA,1,3,1,2,3,2,NA,NA,NA,NA
3,0.753874500999586,3,1,2,3,4,2,NA,NA,NA,NA,1,2,1,2,3,3,NA,NA,NA,NA
3,0.753874500999586,3,2,3,2,1,4,NA,NA,NA,NA,1,3,2,1,2,3,NA,NA,NA,NA
3,0.753726588127183,3,1,2,2,1,1,NA,NA,NA,NA,1,2,1,2,1,3,NA,NA,NA,NA
3,0.753726588127183,3,1,1,2,2,1,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
3,0.752745909284869,3,2,6,1,1,2,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
3,0.752745909284869,3,6,1,2,2,1,NA,NA,NA,NA,1,1,2,1,3,1,NA,NA,NA,NA
3,0.752745909284869,3,2,1,6,2,1,NA,NA,NA,NA,1,1,1,1,3,2,NA,NA,NA,NA
3,0.75106984359153,3,2,5,1,4,1,NA,NA,NA,NA,1,1,2,2,3,1,NA,NA,NA,NA
3,0.75106984359153,3,4,1,2,1,5,NA,NA,NA,NA,1,3,2,1,1,2,NA,NA,NA,NA
3,0.75106984359153,3,2,1,5,4,1,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA
3,0.75022276337038,3,2,2,1,1,5,NA,NA,NA,NA,1,2,1,2,3,1,NA,NA,NA,NA
3,0.75022276337038,3,2,1,5,1,2,NA,NA,NA,NA,1,2,3,1,2,1,NA,NA,NA,NA
3,0.748457616415904,3,2,1,1,2,1,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
3,0.745648523261097,3,1,3,2,3,1,NA,NA,NA,NA,1,3,2,1,3,2,NA,NA,NA,NA
3,0.744698727838472,3,1,2,6,3,5,NA,NA,NA,NA,1,2,1,3,3,1,NA,NA,NA,NA
3,0.74433664288611,3,2,6,1,3,1,NA,NA,NA,NA,1,1,1,1,2,2,NA,NA,NA,NA
3,0.743959251452888,3,1,2,1,1,4,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA
3,0.743959251452888,3,1,2,1,1,4,NA,NA,NA,NA,1,1,1,3,2,3,NA,NA,NA,NA
3,0.743959251452888,3,1,4,1,2,1,NA,NA,NA,NA,1,2,3,1,1,3,NA,NA,NA,NA
3,0.74149607093189,3,1,3,4,2,1,NA,NA,NA,NA,1,2,2,3,1,3,NA,NA,NA,NA
3,0.740767481230684,3,2,1,4,3,6,NA,NA,NA,NA,1,1,2,1,2,1,NA,NA,NA,NA
3,0.740767481230684,3,6,1,3,4,2,NA,NA,NA,NA,1,1,2,2,1,1,NA,NA,NA,NA
3,0.739373553663364,3,2,1,1,3,2,NA,NA,NA,NA,1,3,2,1,2,1,NA,NA,NA,NA
3,0.739180976786416,3,4,1,3,4,2,NA,NA,NA,NA,1,3,2,2,1,1,NA,NA,NA,NA
3,0.737873757657151,3,2,5,1,1,2,NA,NA,NA,NA,1,1,3,1,2,3,NA,NA,NA,NA
3,0.737381413562181,3,1,4,1,2,2,NA,NA,NA,NA,1,3,3,2,2,1,NA,NA,NA,NA
3,0.737381413562181,3,1,4,1,2,2,NA,NA,NA,NA,1,3,3,2,1,2,NA,NA,NA,NA
3,0.737381413562181,3,2,2,4,1,1,NA,NA,NA,NA,1,2,1,3,3,2,NA,NA,NA,NA
3,0.737253941297339,3,5,2,1,4,1,NA,NA,NA,NA,1,3,1,1,3,2,NA,NA,NA,NA
3,0.737253941297339,3,4,2,5,1,1,NA,NA,NA,NA,1,3,1,3,1,2,NA,NA,NA,NA
3,0.737119069298772,3,1,6,1,2,3,NA,NA,NA,NA,1,2,3,1,1,3,NA,NA,NA,NA
3,0.736513134166804,3,1,5,2,2,2,NA,NA,NA,NA,1,3,1,1,3,2,NA,NA,NA,NA
3,0.736513134166804,3,1,5,2,2,2,NA,NA,NA,NA,1,3,1,3,1,2,NA,NA,NA,NA
3,0.736513134166804,3,2,5,2,1,2,NA,NA,NA,NA,1,1,1,3,3,2,NA,NA,NA,NA
3,0.736513134166804,3,5,2,1,2,2,NA,NA,NA,NA,1,1,3,3,1,2,NA,NA,NA,NA
3,0.736513134166804,3,2,5,2,2,1,NA,NA,NA,NA,1,3,1,1,2,3,NA,NA,NA,NA
3,0.736513134166804,3,2,5,2,2,1,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA
3,0.736513134166804,3,5,1,2,2,2,NA,NA,NA,NA,1,1,3,3,2,1,NA,NA,NA,NA
3,0.73572648386658,3,1,6,2,3,5,NA,NA,NA,NA,1,2,3,1,3,3,NA,NA,NA,NA
3,0.73572648386658,3,5,1,3,2,6,NA,NA,NA,NA,1,3,2,3,1,3,NA,NA,NA,NA
3,0.73572648386658,3,6,5,2,3,1,NA,NA,NA,NA,1,3,3,1,3,2,NA,NA,NA,NA
3,0.73572648386658,3,2,1,3,5,6,NA,NA,NA,NA,1,1,2,3,3,3,NA,NA,NA,NA
3,0.73572648386658,3,1,2,3,6,5,NA,NA,NA,NA,1,2,1,3,3,3,NA,NA,NA,NA
3,0.73572648386658,3,6,1,3,5,2,NA,NA,NA,NA,1,3,2,3,3,1,NA,NA,NA,NA
3,0.734595817560274,3,1,1,2,2,2,NA,NA,NA,NA,1,1,3,3,2,1,NA,NA,NA,NA
3,0.733593971160212,3,6,1,3,2,1,NA,NA,NA,NA,1,1,3,3,1,2,NA,NA,NA,NA
3,0.733593971160212,3,2,1,6,1,3,NA,NA,NA,NA,1,1,3,1,2,3,NA,NA,NA,NA
3,0.73353668658286,3,1,5,6,1,2,NA,NA,NA,NA,1,1,1,1,2,1,NA,NA,NA,NA
3,0.733205602757633,3,2,2,1,3,1,NA,NA,NA,NA,1,1,2,2,2,3,NA,NA,NA,NA
3,0.733205602757633,3,2,3,1,1,2,NA,NA,NA,NA,1,1,2,2,3,2,NA,NA,NA,NA
3,0.733123791661563,3,2,1,2,2,1,NA,NA,NA,NA,1,3,2,2,1,1,NA,NA,NA,NA
3,0.732759054456253,3,1,1,1,3,2,NA,NA,NA,NA,1,2,3,1,3,1,NA,NA,NA,NA
3,0.73263653026735,3,2,1,1,2,6,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
3,0.73263653026735,3,1,2,2,6,1,NA,NA,NA,NA,1,2,1,3,3,1,NA,NA,NA,NA
3,0.731078005605981,3,3,6,2,1,1,NA,NA,NA,NA,1,2,2,1,2,1,NA,NA,NA,NA
3,0.730727296235844,3,1,3,2,6,5,NA,NA,NA,NA,1,2,3,1,2,2,NA,NA,NA,NA
3,0.730727296235844,3,5,6,3,2,1,NA,NA,NA,NA,1,2,2,3,1,2,NA,NA,NA,NA
3,0.730554110043253,3,5,2,1,1,3,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA
3,0.728831365211904,3,5,1,1,1,2,NA,NA,NA,NA,1,3,1,3,2,1,NA,NA,NA,NA
3,0.728831365211904,3,1,2,1,5,1,NA,NA,NA,NA,1,2,1,3,3,1,NA,NA,NA,NA
3,0.728831365211904,3,2,1,5,1,1,NA,NA,NA,NA,1,1,2,3,3,1,NA,NA,NA,NA
3,0.728424408336307,3,3,6,1,2,3,NA,NA,NA,NA,1,2,1,2,1,3,NA,NA,NA,NA
3,0.727703992794643,3,1,2,6,2,1,NA,NA,NA,NA,1,2,1,1,2,3,NA,NA,NA,NA
3,0.727471601692605,3,1,3,2,5,1,NA,NA,NA,NA,1,2,2,1,1,1,NA,NA,NA,NA
3,0.726982475355103,3,4,1,2,4,1,NA,NA,NA,NA,1,3,2,1,2,3,NA,NA,NA,NA
3,0.72658670447416,3,2,1,4,1,1,NA,NA,NA,NA,1,1,2,2,1,3,NA,NA,NA,NA
3,0.72658670447416,3,4,1,2,1,1,NA,NA,NA,NA,1,2,2,1,1,3,NA,NA,NA,NA
3,0.72658670447416,3,1,1,1,4,2,NA,NA,NA,NA,1,3,1,2,2,1,NA,NA,NA,NA
3,0.725889415812358,3,1,2,1,6,3,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA
3,0.725889415812358,3,1,1,6,2,3,NA,NA,NA,NA,1,1,2,3,1,2,NA,NA,NA,NA
3,0.725229198464715,3,4,2,6,1,1,NA,NA,NA,NA,1,3,1,1,1,2,NA,NA,NA,NA
3,0.725229198464715,3,2,1,1,6,4,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
3,0.725229198464715,3,1,6,4,1,2,NA,NA,NA,NA,1,1,1,3,2,1,NA,NA,NA,NA
3,0.725229198464714,3,4,2,1,1,6,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
3,0.725229198464714,3,2,1,6,1,4,NA,NA,NA,NA,1,1,1,1,2,3,NA,NA,NA,NA
3,0.725146960915605,3,2,4,1,2,5,NA,NA,NA,NA,1,2,3,1,1,3,NA,NA,NA,NA
3,0.725117989586695,3,2,1,2,3,5,NA,NA,NA,NA,1,3,2,1,3,3,NA,NA,NA,NA
3,0.725117989586695,3,2,1,5,2,3,NA,NA,NA,NA,1,3,2,3,1,3,NA,NA,NA,NA
3,0.725117989586695,3,1,2,3,5,2,NA,NA,NA,NA,1,2,1,3,3,3,NA,NA,NA,NA
3,0.725117989586695,3,1,3,2,2,5,NA,NA,NA,NA,1,2,3,3,1,3,NA,NA,NA,NA
3,0.725117989586695,3,1,5,2,3,2,NA,NA,NA,NA,1,2,3,1,3,3,NA,NA,NA,NA
3,0.724193435250214,3,3,5,1,4,2,NA,NA,NA,NA,1,3,2,3,3,1,NA,NA,NA,NA
3,0.723925772278905,3,1,3,4,2,1,NA,NA,NA,NA,1,3,3,3,1,2,NA,NA,NA,NA
3,0.723925772278905,3,1,2,1,4,3,NA,NA,NA,NA,1,2,1,3,3,3,NA,NA,NA,NA
3,0.723684682804332,3,2,3,5,1,4,NA,NA,NA,NA,1,1,3,1,3,3,NA,NA,NA,NA
3,0.723684682804332,3,2,3,5,1,4,NA,NA,NA,NA,1,1,3,1,3,3,NA,NA,NA,NA
4,0.66810736910506,4,3,3,4,1,3,NA,NA,NA,NA,1,1,3,2,1,2,NA,NA,NA,NA
4,0.66810736910506,4,1,3,3,3,4,NA,NA,NA,NA,1,1,2,3,1,2,NA,NA,NA,NA
4,0.66810736910506,4,3,4,3,3,1,NA,NA,NA,NA,1,3,2,2,1,1,NA,NA,NA,NA
4,0.66810736910506,4,3,4,3,3,1,NA,NA,NA,NA,1,2,2,3,1,1,NA,NA,NA,NA
4,0.66810736910506,4,3,4,1,3,3,NA,NA,NA,NA,1,1,2,1,3,2,NA,NA,NA,NA
4,0.66810736910506,4,3,1,3,4,3,NA,NA,NA,NA,1,3,1,1,2,2,NA,NA,NA,NA
4,0.660530048188863,4,4,3,3,1,5,NA,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA,NA
4,0.660530048188863,4,4,5,1,3,3,NA,NA,NA,NA,1,2,2,1,3,1,NA,NA,NA,NA
4,0.660530048188863,4,5,3,1,4,3,NA,NA,NA,NA,1,2,1,1,2,3,NA,NA,NA,NA
4,0.660530048188863,4,3,3,5,1,4,NA,NA,NA,NA,1,1,3,2,1,2,NA,NA,NA,NA
4,0.660530048188863,4,3,1,4,3,5,NA,NA,NA,NA,1,3,1,2,1,2,NA,NA,NA,NA
4,0.660530048188863,4,5,3,1,3,4,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
4,0.660530048188863,4,5,1,3,3,4,NA,NA,NA,NA,1,2,1,3,1,2,NA,NA,NA,NA
4,0.641224229222383,4,3,1,3,3,6,NA,NA,NA,NA,1,2,1,3,1,1,NA,NA,NA,NA
4,0.641224229222383,4,1,3,3,6,3,NA,NA,NA,NA,1,1,2,3,1,1,NA,NA,NA,NA
4,0.641224229222383,4,1,3,3,3,6,NA,NA,NA,NA,1,1,1,2,3,1,NA,NA,NA,NA
4,0.641224229222383,4,3,1,3,6,3,NA,NA,NA,NA,1,3,1,1,1,2,NA,NA,NA,NA
4,0.641224229222383,4,3,3,1,3,6,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
4,0.641224229222383,4,3,3,1,6,3,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
4,0.641224229222383,4,3,6,3,3,1,NA,NA,NA,NA,1,2,1,3,1,1,NA,NA,NA,NA
4,0.641224229222383,4,6,3,1,3,3,NA,NA,NA,NA,1,1,2,1,3,1,NA,NA,NA,NA
4,0.639427736454968,4,4,1,3,3,3,NA,NA,NA,NA,1,1,1,3,2,1,NA,NA,NA,NA
4,0.639427736454968,4,3,3,3,4,1,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA
4,0.639427736454968,4,4,3,3,3,1,NA,NA,NA,NA,1,1,2,3,1,1,NA,NA,NA,NA
4,0.639427736454968,4,3,3,4,1,3,NA,NA,NA,NA,1,3,1,1,1,2,NA,NA,NA,NA
4,0.639427736454968,4,1,3,4,3,3,NA,NA,NA,NA,1,1,1,1,2,3,NA,NA,NA,NA
4,0.639427736454968,4,3,3,3,1,4,NA,NA,NA,NA,1,1,2,3,1,1,NA,NA,NA,NA
4,0.639427736454968,4,3,1,3,3,4,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA
4,0.630180808944905,4,3,3,1,4,1,NA,NA,NA,NA,1,3,1,1,3,2,NA,NA,NA,NA
4,0.630180808944905,4,3,1,3,1,4,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
4,0.630180808944905,4,3,1,3,1,4,NA,NA,NA,NA,1,3,1,1,2,3,NA,NA,NA,NA
4,0.630180808944905,4,3,1,3,1,4,NA,NA,NA,NA,1,3,1,1,2,3,NA,NA,NA,NA
4,0.628370162552312,4,3,1,3,6,1,NA,NA,NA,NA,1,3,3,1,1,1,NA,NA,NA,NA
4,0.628370162552312,4,6,1,3,3,1,NA,NA,NA,NA,1,1,1,3,1,3,NA,NA,NA,NA
4,0.628370162552312,4,1,6,3,3,1,NA,NA,NA,NA,1,1,1,1,3,3,NA,NA,NA,NA
4,0.625546908524162,4,3,1,5,3,4,NA,NA,NA,NA,1,3,1,2,1,3,NA,NA,NA,NA
4,0.625546908524161,4,1,4,3,5,3,NA,NA,NA,NA,1,1,3,1,2,3,NA,NA,NA,NA
4,0.625546908524161,4,5,3,3,4,1,NA,NA,NA,NA,1,2,3,1,3,1,NA,NA,NA,NA
4,0.625546908524161,4,3,5,1,4,3,NA,NA,NA,NA,1,1,2,1,3,3,NA,NA,NA,NA
4,0.625546908524161,4,4,3,1,3,5,NA,NA,NA,NA,1,3,3,1,1,2,NA,NA,NA,NA
4,0.621704819741885,4,5,3,3,1,3,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
4,0.621704819741885,4,3,3,1,5,3,NA,NA,NA,NA,1,1,3,1,3,2,NA,NA,NA,NA
4,0.621704819741885,4,1,3,3,5,3,NA,NA,NA,NA,1,1,1,2,3,3,NA,NA,NA,NA
4,0.621704819741885,4,5,3,1,3,3,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
4,0.616506060117587,4,1,5,1,3,3,NA,NA,NA,NA,1,1,3,3,3,1,NA,NA,NA,NA
4,0.614851359794585,4,5,6,3,4,3,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
4,0.614851359794585,4,5,3,6,3,4,NA,NA,NA,NA,1,2,1,1,2,3,NA,NA,NA,NA
4,0.614851359794585,4,3,5,6,3,4,NA,NA,NA,NA,1,1,2,1,2,3,NA,NA,NA,NA
4,0.614851359794585,4,6,4,3,3,5,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
4,0.613992923836942,4,4,3,5,1,3,NA,NA,NA,NA,1,2,1,3,1,3,NA,NA,NA,NA
4,0.613992923836942,4,5,4,3,1,3,NA,NA,NA,NA,1,3,2,1,1,3,NA,NA,NA,NA
4,0.613992923836942,4,5,1,4,3,3,NA,NA,NA,NA,1,3,1,2,3,1,NA,NA,NA,NA
4,0.613128222541524,4,3,3,1,3,5,NA,NA,NA,NA,1,3,2,1,1,2,NA,NA,NA,NA
4,0.613128222541524,4,5,3,1,3,3,NA,NA,NA,NA,1,2,3,1,2,1,NA,NA,NA,NA
4,0.612484238849178,4,1,4,3,3,4,NA,NA,NA,NA,1,1,1,1,3,2,NA,NA,NA,NA
4,0.612484238849178,4,4,4,1,3,3,NA,NA,NA,NA,1,2,1,1,1,3,NA,NA,NA,NA
4,0.612484238849178,4,1,4,4,3,3,NA,NA,NA,NA,1,1,2,1,1,3,NA,NA,NA,NA
4,0.612484238849178,4,3,1,4,4,3,NA,NA,NA,NA,1,3,1,2,1,1,NA,NA,NA,NA
4,0.612484238849178,4,4,4,3,3,1,NA,NA,NA,NA,1,1,2,3,1,1,NA,NA,NA,NA
4,0.612484238849178,4,1,4,4,3,3,NA,NA,NA,NA,1,1,2,1,3,1,NA,NA,NA,NA
4,0.612484238849178,4,4,3,1,3,4,NA,NA,NA,NA,1,2,1,1,3,1,NA,NA,NA,NA
4,0.610200320190194,4,3,1,3,1,4,NA,NA,NA,NA,1,3,1,1,2,2,NA,NA,NA,NA
4,0.610200320190194,4,3,1,4,1,3,NA,NA,NA,NA,1,1,2,2,1,3,NA,NA,NA,NA
4,0.610200320190194,4,1,3,3,1,4,NA,NA,NA,NA,1,1,3,1,2,2,NA,NA,NA,NA
4,0.610200320190194,4,1,3,4,3,1,NA,NA,NA,NA,1,2,1,2,3,1,NA,NA,NA,NA
4,0.610200320190194,4,1,1,3,4,3,NA,NA,NA,NA,1,1,2,1,2,3,NA,NA,NA,NA
4,0.610200320190194,4,3,1,1,3,4,NA,NA,NA,NA,1,3,2,1,1,2,NA,NA,NA,NA
4,0.608286822517617,4,1,6,3,3,1,NA,NA,NA,NA,1,3,1,1,2,1,NA,NA,NA,NA
4,0.608286822517617,4,3,6,1,1,3,NA,NA,NA,NA,1,1,1,3,1,2,NA,NA,NA,NA
4,0.605525526882002,4,3,3,1,5,1,NA,NA,NA,NA,1,1,3,2,2,1,NA,NA,NA,NA
4,0.605525526882002,4,1,3,1,3,5,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
4,0.605525526882002,4,3,1,5,3,1,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA
4,0.605525526882002,4,5,3,1,3,1,NA,NA,NA,NA,1,2,3,1,1,2,NA,NA,NA,NA
4,0.605525526882002,4,3,3,5,1,1,NA,NA,NA,NA,1,3,1,2,2,1,NA,NA,NA,NA
4,0.604946937210547,4,1,3,4,5,4,NA,NA,NA,NA,1,2,1,3,2,2,NA,NA,NA,NA
4,0.604946937210547,4,1,3,4,5,4,NA,NA,NA,NA,1,2,1,2,2,3,NA,NA,NA,NA
4,0.604946937210547,4,3,4,1,5,4,NA,NA,NA,NA,1,1,2,2,2,3,NA,NA,NA,NA
4,0.604946937210547,4,1,4,3,4,5,NA,NA,NA,NA,1,2,3,1,2,2,NA,NA,NA,NA
4,0.604946937210547,4,3,4,1,5,4,NA,NA,NA,NA,1,1,3,2,2,2,NA,NA,NA,NA
4,0.604946937210547,4,3,4,5,4,1,NA,NA,NA,NA,1,1,2,2,3,2,NA,NA,NA,NA
4,0.60407655510376,4,1,3,6,3,3,NA,NA,NA,NA,1,1,2,2,1,3,NA,NA,NA,NA
4,0.60407655510376,4,3,6,1,3,3,NA,NA,NA,NA,1,3,2,1,1,2,NA,NA,NA,NA
4,0.60407655510376,4,1,3,3,3,6,NA,NA,NA,NA,1,1,1,2,3,2,NA,NA,NA,NA
4,0.60407655510376,4,1,3,3,6,3,NA,NA,NA,NA,1,1,2,3,2,1,NA,NA,NA,NA
4,0.60407655510376,4,6,1,3,3,3,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
4,0.603822864386768,4,4,3,6,3,3,NA,NA,NA,NA,1,2,1,1,3,2,NA,NA,NA,NA
4,0.603822864386768,4,4,3,6,3,3,NA,NA,NA,NA,1,2,2,1,3,1,NA,NA,NA,NA
4,0.603822864386768,4,6,3,3,4,3,NA,NA,NA,NA,1,1,3,2,2,1,NA,NA,NA,NA
4,0.603822864386768,4,6,3,3,3,4,NA,NA,NA,NA,1,1,2,1,3,2,NA,NA,NA,NA
4,0.603234425532835,4,5,4,5,4,3,NA,NA,NA,NA,1,3,3,2,2,1,NA,NA,NA,NA
4,0.603234425532835,4,5,4,5,4,3,NA,NA,NA,NA,1,3,2,2,3,1,NA,NA,NA,NA
4,0.603234425532835,4,5,4,4,5,3,NA,NA,NA,NA,1,3,3,2,2,1,NA,NA,NA,NA
